"","title","description","streetaddress","city","state","Year","lat","long"
"2273","Orange Grove Club","(Some L)","1625 Murdoch Ave.","Parkersburg","WV",1983,"39.2768604",-81.5535233
"2274","Orpheus","(Many L)","1203 Butternut St.","Syracuse","NY",1981,"43.0666448",-76.1436293
"2275","Other","(Some YC, L) (Disco)","301 W. Pascagoula","Jackson","MS",1984,"32.2984247",-90.1918491
"2276","Other Door","","1911 Staples","Corpus Christi","TX",1985,"27.7681165",-97.4027199
"2277","Other End","(Disco)(Some L)","2810 N. 19th St.","Waco","TX",1981,"31.5705965",-97.1660294
"2278","Other Place","(Disco)(Some L)(2 bars)","1036 N. Henderson","Ft. Worth","TX",1981,"32.764026",-97.3497949
"2279","Other Place","(Disco) (Some L) (2 bars)","1036 N. Henderson","Ft. Worth","TX",1982,"32.764026",-97.3497949
"2280","Other Place","(Disco)(Some L)(2 bars)","1036 N. Henderson","Ft. Worth","TX",1983,"32.764026",-97.3497949
"2281","Other Place","(Disco) (Some L) (2 bars)","1036 N. Henderson","Ft. Worth","TX",1984,"32.764026",-97.3497949
"2282","Other Place","(Disco)(Some L)(Go go boys)","200 N. Vacek","Ft. Worth","TX",1985,"32.7605387",-97.3518544
"2283","Other Place","","1258 E. Main St.","Rochester","NY",1985,"43.1616286",-77.5783523
"2284","Other Side","(Some L)(Cruisy)","457 W. Russell","Fayetteville","NC",1981,"35.0526025",-78.8859358
"2285","Other Side","(Some L) (Cruisy)","457 W. Russell","Fayetteville","NC",1982,"35.0526025",-78.8859358
"2286","Other Side","(Some L)","457 W. Russell","Fayetteville","NC",1983,"35.0526025",-78.8859358
"2287","Other Side","","2160 Highland Rd.","Baton Rouge","LA",1984,"30.4275242",-91.1811509
"2288","Other Side","(Some L)","12 N. Cleveland","Memphis","TN",1984,"35.1391953",-90.0160999
"2289","Other Side of Midnight","","426 S.W. Hawthorne","Portland","OR",1982,"45.5075291",-122.6981588
"2290","Other Side of Midnight","(L - only)","426 S.W. Hawthorne","Portland","OR",1983,"45.5075291",-122.6981588
"2291","Other Side of Midnight","(L - only)","426 S.E. Hawthorne","Portland","OR",1984,"45.5122548",-122.661765
"2292","Other Side of Midnight","(L only)","426 S.E. Hawthorne","Portland","OR",1985,"45.5122548",-122.661765
"2293","Our Place","(Some L)(WE*)","101 1/2 N. Broadw ay","Salina","KS",1981,"38.8405882",-97.6250839
"2294","Our Place","(Disco) betw. 8th & 9th","Walnut","Des Moines","IA",1981,"40.704028",-89.396716
"2295","Our Place","","1302 N.W. Pennsylvania","Oklahoma City","OK",1981,"35.4812936",-97.529988
"2296","Our Place","(WE*) (Many L)(Country-Western)(Disco)","115 General Krueger","San Antonio","TX",1981,"29.4906924",-98.5084587
"2297","Our Place","(Many L) (C&W) (Disco) (WE*)","115 General Krueger","San Antonio","TX",1982,"29.4906924",-98.5084587
"2298","Our Place","(Some L) (WE*)","101 1/2 N. Broadway","Salina","KS",1982,"38.8405882",-97.6250839
"2299","Our Place","","1302 N.W. Pennsylvania","Oklahoma City","OK",1982,"35.4812936",-97.529988
"2300","Our Place","(Truck driver type - L)","1419 Richmond","Houston","TX",1982,"29.7340576",-95.3982499
"2301","Our Place","(Some YC, L) (Disco) (betw. 8th & 9th)","Walnut","Des Moines","IA",1982,"40.704028",-89.396716
"2302","Our Place","(Some YC, L)(Disco) betw. 8th & 9th","811 Walnut St.","Des Moines","IA",1983,"41.5855266",-93.6277957
"2303","Our Place","(Many L)(Disco)(WE*)","115 General Krueger","San Antonio","TX",1983,"29.4906924",-98.5084587
"2304","Our Place","(Some L)(WE*)","101 1/2 N. Broadway","Salina","KS",1983,"38.8405882",-97.6250839
"2305","Our Place","","1302 N.W. Pennsylvania","Oklahoma City","OK",1983,"35.4812936",-97.529988
"2306","Our Place","(Some W, L)","3669 Estes Pkvvy.","Longview","TX",1983,"32.4380212",-94.7174319
"2307","Our Place","(Many L) (Disco) (WE*)","115 General Krueger","San Antonio","TX",1984,"29.4906924",-98.5084587
"2308","Our Place","(Some YC, L) (Disco) betw. 8th & 9th","811 Walnut St.,","Des Moines","IA",1984,"41.5855266",-93.6277957
"2309","Our Place","","1302 N.W. Pennsylvania","Oklahoma City","OK",1984,"35.4812936",-97.529988
"2310","Our Place","","1302 N.W. Pennsylvania","Oklahoma City","OK",1985,"35.4812936",-97.529988
"2311","Our Place","(Many L)(Disco)(WE*)","115 General Krueger","San Antonio","TX",1985,"29.4906924",-98.5084587
"2312","Owl & Pussycat","(L -only)","164 Main St.","Asbury Park","NJ",1981,"40.2156282",-74.0131564
"2313","Owl & Pussycat","(L-only)","329 Cookman Ave.","Asbury Park","NJ",1982,"40.2180549",-74.0056884
"2314","Owl & Pussycat","Key West Motel","","Asbury Park","NJ",1983,"40.222487",-74.011051
"2315","Owl & Pussycat","(WE*) Key West Motel","109 2nd Ave.","Asbury Park","NJ",1984,"40.220874",-74.001021
"2316","Owl & Pussycat","Key West Motel","109 2nd Ave.","Asbury Park","NJ",1985,"40.220874",-74.001021
"2317","Oxwood Inn","(Many L)(Liquor)","13713 Oxnard at Woodman","Van Nuys","CA",1981,"34.179615",-118.431875
"2318","Oxwood Inn","(Many L) (Liquor)","13713 Oxnard at Woodman","Van Nuys","CA",1982,"34.179615",-118.431875
"2319","Oxwood Inn","(Many L)(Liquor) at Woodman","13713 Oxnard","Van Nuys","CA",1983,"34.1796171",-118.4318495
"2320","Oxwood Inn","(Many L) (Liquor)","13713 Oxnard at Woodman","Van Nuys","CA",1984,"34.179615",-118.431875
"2321","Oxwood Inn","(Many L)(Liquor) (Van Nuys) (at Woodman)","13713 Oxnard","Valley","CA",1985,"34.1975048",-119.1770516
"2322","P.B.L. Club","(L - only)","204 S. Quince","Philadelphia","PA",1982,"39.9483481",-75.1599876
"2323","P.B.L. Club","(L - only)","204 S. Quince","Philadelphia","PA",1983,"39.9483481",-75.1599876
"2324","P.S. Lounge","(L-only)(Disco)","545 6th Ave.","Des Moines","IA",1981,"41.588866",-93.6251346
"2325","P.W. Bump's","(Many L)","238 N. Cleveland","Memphis","TN",1983,"35.145103",-90.0154638
"2326","P.W. Bump's","(Many L) (C & W)","238 N. Cleveland","Memphis","TN",1984,"35.145103",-90.0154638
"2327","P.W. Bump's","(Some L,RT)","238 N. Cleveland","Memphis","TN",1985,"35.145103",-90.0154638
"2328","P.W. Hoseapples","(Some L) (Wed. & Thur. nites only)","500 S. Ashbury","Moscow","ID",1982,"46.7308654",-117.0050099
"2329","P.W. Hoseapples","(Some L)(Wed. & Thur. nites only)","500 S. Asbury","Moscow","ID",1983,"46.7308654",-117.0050099
"2330","P.W. Hoseapples","(Some L) (Wed. & Thur. nites only)","500 S. Asbury","Moscow","ID",1984,"46.7308654",-117.0050099
"2331","P.W. Hoseapples","(Some L)(Wed. & Thu. night only)","500 S. Asbury","Moscow","ID",1985,"46.7308654",-117.0050099
"2332","Palace Saloon","","4030 E. Belmont","Fresno","CA",1983,"36.7502101",-119.7573238
"2333","Palace Saloon","","4030 E. Belmont","Fresno","CA",1984,"36.7502101",-119.7573238
"2334","Palace Saloon","","4030 E. Belmont","Fresno","CA",1985,"36.7502101",-119.7573238
"2335","Palacio","(Some Latins, L)","3401 N. Sheffie;d Ave.","Chicago","IL",1984,"41.9437848",-87.654009
"2336","Palms","(Some L)","413 N. Eugene","Greensboro","NC",1985,"36.0769486",-79.7938188
"2337","Palmwood","(Some L)","17546 Woodward","Detroit","MI",1982,"42.4202478",-83.106544
"2338","Panda Inn","","1813 Adams","San Diego","CA",1985,"32.7623493",-117.1458733
"2339","Papa Joe's","(Some L, RT )(Doing better since 3 Sons burned)","43 S. Division","Grand Rapids","MI",1981,"42.9643493",-85.667926
"2340","Papa Joe's","(Some L, RT)","43 S. Divison","Grand Rapids","MI",1982,"42.9643493",-85.667926
"2341","Papa Joe's","(Best Sats.)(Disco)","76 M t. Vernon Rd.","Augusta","ME",1983,"44.3468698",-69.8106629
"2342","Papa Joe's","(Some L, RT)","43 S. Division","Grand Rapids","MI",1983,"42.9643493",-85.667926
"2343","Papa Joe's","(Best Sats.) (Disco)","76 Mt. Vernon Rd.","Augusta","ME",1984,"44.3468698",-69.8106629
"2344","Papa Joe's","(Some L, RT) (May be closing)","43 S. Division","Grand Rapids","MI",1984,"42.9643493",-85.667926
"2345","Papa Joe's","","43 S. Division","Grand Rapids","MI",1985,"42.9643493",-85.667926
"2346","Papa Joe's","(Best Sat.)(Disco)","321 Water St.","Augusta","ME",1985,"44.3139931",-69.7744616
"2347","Papillions","","3976 W. Hillsborough Ave.","Tampa","FL",1985,"27.9951017",-82.5107048
"2348","Papillon","(Macho)(Disco)","1204 Broadway","Lubbock","TX",1983,"33.5848473",-101.8482368
"2349","Paradise","","3046 E. 31st St.","Wichita","KS",1985,"37.635412",-97.3003814
"2350","Paradise Inn","(L-only) (Diesels)","4488 State Rd.","Cleveland","OH",1984,"41.4322656",-81.7072588
"2351","Paradise Inn","(L only)(Diesels)","4488 State Rd.","Cleveland","OH",1985,"41.4322656",-81.7072588
"2352","Paragon","(Many L) (Disco)","452 N. Arlington","Akron","OH",1982,"41.0845809",-81.4906853
"2353","Paragon","(Many L)(Disco)","452 N. Arlington","Akron","OH",1983,"41.0845809",-81.4906853
"2354","Park On Lemmon","(Disco)","5404 Lemmon","Dallas","TX",1984,"32.8273909",-96.8228337
"2355","Park Place","(Some Hip, YC, L)(Disco)","545 6th Ave.","Des Moines","IA",1981,"41.588866",-93.6251346
"2356","Parking Lot","(Perhaps the largest gay complex in USA)(Many L)(Disco)(Game room)(Piano bar E)(2 swim pools)(Men's & women's saunas)(See ad previous page)","2804 Auburn Blvd.","Sacramento","CA",1981,"38.6310111",-121.396686
"2357","Parking Lot","(Some L, YC)(Liquor)(Disco)(Game room)(2 swom pools)","2804 Auburn Blvd.","Sacramento","CA",1983,"38.6310111",-121.396686
"2358","Parking Lot","(Some L, YC) (Liquor) (Disco) (Game room) (2 swim pools)","2804 Auburn Blvd.","Sacramento","CA",1984,"38.6310111",-121.396686
"2359","Partners","(Super bar - cruisy main floor)(Disco)(D upstairs & L - D in basement) (Game rooms)","365 Crown St.","New Haven","CT",1981,"41.30801",-72.9340374
"2360","Partners","(Super bar - cruisy main floor) (Disco) (D upstairs & L - D in basement) (Game rooms)","365 Crown St.","New Haven","CT",1982,"41.30801",-72.9340374
"2361","Partners","(Super bar - cruisy main floor)(Disco)(D upstairs & L - D in basement)(Game rooms)","365 Crown St.","New Haven","CT",1983,"41.30801",-72.9340374
"2362","Partners","(Super bar) (Some L) (3 floors) (Disco) (Game rooms)","365 Crown St.","New Haven","CT",1984,"41.30801",-72.9340374
"2363","Partners","(Some L)(3 floors)(Disco)(Game rooms)","365 Crown St.","New Haven","CT",1985,"41.30801",-72.9340374
"2364","Pat's Cocktail Center","(Some L)","435 Atkinson","Waikiki","HI",1983,"21.2793462",-157.8291847
"2365","Pat's Cocktail Center","","435 Atkinson","Waikiki Beach, Oahu","HI",1984,"21.2793462",-157.8291847
"2366","Pat's Cocktail Center","","435 Atkinson","Waikiki Beach","HI",1985,"21.2793462",-157.8291847
"2367","Patch","","201 155th St.","Calumet City","IL",1981,"41.6127011",-87.5300807
"2368","Patch","","201 155th St.","Calumet City","IL",1982,"41.6127011",-87.5300807
"2369","Patch","","201 155th St.","Calumet City","IL",1983,"41.6127011",-87.5300807
"2370","Patch","","201 155th St.","Calumet City","IL",1984,"41.6127011",-87.5300807
"2371","Patch","","201 155th St.","Calumet City","IL",1985,"41.6127011",-87.5300807
"2372","Paula's","(Many L)","64 Greenwich Ave.","Greenwich Village","NY",1981,"40.7361254",-74.0006213
"2373","Paula's","(Many L)","64 Greenwich Ave.","Greenwich Village & Chelsea","NY",1982,"40.7361254",-74.0006213
"2374","Paula's","(Many L)","64 Greenwich Ave.","Greenwich Village & Chelsea","NY",1983,"40.7361254",-74.0006213
"2375","Paula's","(Many L)","64 Greenwich Ave.","Greenwich Village & Chelsea","NY",1984,"40.7361254",-74.0006213
"2376","Paula's","(Many L)","64 Greenwich Ave.","Greenwich Village","NY",1985,"40.7361254",-74.0006213
"2377","Peaches","(WE*)(Some W, YC, L)(Disco)(Occ. S)","510 N. University","Lubbock","TX",1981,"33.606588",-101.8698812
"2378","Peacock","(Some L)","1321 New Savannah Rd.","Augusta","GA",1981,"33.4452233",-81.9791857
"2379","Peacock","","3121 Inwood","Dallas","TX",1984,"32.8263339",-96.8306206
"2380","Peanuts","(Disco)(Many L)","7969 Santa Monica Blvd.","Hollywood","CA",1981,"34.0910919",-118.3635911
"2381","Peanuts","(Disco) (WE*) (Many L)","7969 Santa Monica Blvd.","West Hollywood","CA",1982,"34.0910919",-118.3635911
"2382","Peanuts","(Disco) (WE*)(Many L)","7969 Santa Monica Blvd.","Hollywood","CA",1983,"34.0910919",-118.3635911
"2383","Peanuts","(Disco)","7969 Santa Monica Blvd.","Los Angeles","CA",1984,"34.0910919",-118.3635911
"2384","Peanuts","(Disco)","7969 Santa Monica Blvd.","Hollywood West","CA",1985,"34.0910919",-118.3635911
"2385","Peeche","(Many L) at 81st St.","1200 Lexington Ave.","Uptown","NY",1981,"40.7766333",-73.9579528
"2386","Peeche","(Many L)","1201 Lexington Ave. at 81st St.","Uptown","NY",1982,"40.776563",-73.957555
"2387","Peg's Place","(Disco)(Some B, OC)(Closed Tues.)","4737 Geary Blvd.","San Francisco","CA",1981,"37.7804941",-122.4703196
"2388","Peg's Place","(Disco) (Some B, OC) (Closed Tues.)","4737 Geary Blvd.","San Francisco","CA",1982,"37.7804941",-122.4703196
"2389","Peg's Place","","4737 Geary Blvd.","San Francisco","CA",1983,"37.7804941",-122.4703196
"2390","Peg's Place","","4737 Geary","San Francisco","CA",1984,"37.7804941",-122.4703196
"2391","Peg's Place","","4737 Geary","San Francisco","CA",1985,"37.7804941",-122.4703196
"2392","Pegasus","(Disco) (Some L)","410 Cotton","Macon","GA",1984,"32.8370162",-83.6301669
"2393","Pegasus","(Disco)(Some L)","410 Cotton","Macon","GA",1985,"32.8370162",-83.6301669
"2394","Pendulum Dance Hall","(Disco) (D - upstairs) (Some guys) (Downstairs) (Live bands WE)","92 N. Avalon","Memphis","TN",1982,"35.1404901",-90.0067229
"2395","Pendulum Dance Hall","(D - upstairs)","92 N. Avalon","Memphis","TN",1983,"35.1404901",-90.0067229
"2396","Pendulum Dance Hall","(Disco) (D- upstairs)","92 N. Avalon","Memphis","TN",1984,"35.1404901",-90.0067229
"2397","Pendulum Dance Hall","(Disco)(D- upstairs)","92 N. Avalon","Memphis","TN",1985,"35.1404901",-90.0067229
"2398","Pepper's Place","(Many L)(Disco)(Sun. T-D)","3226 Greenmount Ave.","Baltimore","MD",1985,"39.328054",-76.6097343
"2399","Perry's on Peral & Iron Gate Bar","(Disco-
D-Downstairs * ) (Many L)","959 Peral St.","Eugene","OR",1984,"44.0492797",-123.0895316
"2400","Pete's Pub","(Some L)(Sundays*)","2550 W . 47th St.","Kansas City","KS",1981,"39.0443045",-94.6160448
"2401","Pete's Pub","(Some L) (Sundays* )","2550 W. 47th St.","Kansas City","KS",1982,"39.0443045",-94.6160448
"2402","Pete's Pub","(Some L)(Fri.-Sun. only*)","2550 W. 47th St.","Kansas City","KS",1983,"39.0443045",-94.6160448
"2403","Pete's Pub","(Some L) (Wed. - Sun. only*)","2550 W. 47th St.","Kansas City","KS",1984,"39.0443045",-94.6160448
"2404","Pete's Tavern","","1315 Commerce","Tacoma","WA",1984,"47.2511064",-122.4388391
"2405","Pete's Tavern","","1315 Commerce","Tacoma","WA",1985,"47.2511064",-122.4388391
"2406","Peter's Pub","(Some L)(Wed.-Sun. only*)","2550 W. 47th St.","Kansas City","KS",1985,"39.0443045",-94.6160448
"2407","Petunia's","(Many L)","2559 N. Southport","Chicago","IL",1981,"41.9287195",-87.6631867
"2408","Phase One","","525 8th St. S.E.","Washington","DC",1981,"38.8819626",-76.9952897
"2409","Phase One","","525 8th St. S.E.","Washington","DC",1982,"38.8819626",-76.9952897
"2410","Phase One","","525 8th St. S.E.","Washington","DC",1983,"38.8819626",-76.9952897
"2411","Phase One","","525 8th St. S.E.","Washington","DC",1984,"38.8819626",-76.9952897
"2412","Phase One","","528 8th St. S.E.","Washington","DC",1985,"38.8816752",-76.9946303
"2413","Phone Booth","(Beer)(Some L)","6710 E. Admiral PL","Tulsa","OK",1983,"36.1605217",-95.9019045
"2414","Phones Booth II","","1616 N. Sheridan","Tulsa","OK",1984,"36.1794418",-95.905078
"2415","Pied Piper","(Disco)","193-A Commercial St.","Provincetown","MA",1981,"42.0485355",-70.1886039
"2416","Pied Piper","(Disco)","193-A Commercial St.","Provincetown","MA",1983,"42.0485355",-70.1886039
"2417","Pied Piper","(Disco)","193-A Commercial St.","Provincetown","MA",1984,"42.0485355",-70.1886039
"2418","Pied Piper","(Disco)","193-A Commercial St.","Provincetown","MA",1985,"42.0485355",-70.1886039
"2419","Pink Flamingo","(At Free Spirit)","3125 N. Classen","Oklahoma City","OK",1985,"35.501394",-97.53482
"2420","Pino's Club 621","","621 Elysian Fields","New Orleans","LA",1983,"29.964127",-90.0561216
"2421","Pino's Club 621","","621 Elysian Fields","New Orleans","LA",1984,"29.964127",-90.0561216
"2422","Pino's Club 621","","621 Elysian Fields","New Orleans","LA",1985,"29.964127",-90.0561216
"2423","Pipeline","(Some YC, L, Macho)(Disco)(WE only*)(Game room)","9 Lansdowne St.","Boston","MA",1983,"42.3473123",-71.095109
"2424","Play Room","(Disco)(Some L)","590 Nepperham Ave.","Yonkers","NY",1981,"40.9458318",-73.8823925
"2425","Play Room","(Disco) (Some L)","590 Nepperhan Ave.","Yonkers","NY",1982,"40.9458318",-73.8823925
"2426","Port au Prince","(Disco)(Many L)(WE*)","912 W. Colonial Dr.","Orlando","FL",1983,"28.552852",-81.3923167
"2427","Port in a Storm","(Cl. Mon)","1722 E. Fleet St.","Baltimore","MD",1985,"39.284804",-76.592357
"2428","Pour House","(Some L)(Disco)","103 155th St.","Calumet City","IL",1981,"41.6136508",-87.5277945
"2429","Pour House","(Some L) (Disco)","103 155th St.","Calumet City","IL",1982,"41.6136508",-87.5277945
"2430","Pour House","(Some L)(Disco)","103 155th St.","Calumet City","IL",1983,"41.6136508",-87.5277945
"2431","Pour House","(Some L) (Disco)","103 155th St.","Calumet City","IL",1984,"41.6136508",-87.5277945
"2432","Pour House","(Some L)(Disco)","103 155th St.","Calumet City","IL",1985,"41.6136508",-87.5277945
"2433","Power Company","(Disco)(Some L,B,'Drags')  (King's Plaza Ctr.)","3141 North Blvd.","Raleigh","NC",1985,"35.8384068",-78.580643
"2434","Prelude","(Disco)","271 Dartmouth St.","Boston","MA",1982,"42.3506554",-71.0773882
"2435","Prelude","(Disco)","271 Dartmouth St.","Boston","MA",1983,"42.3506554",-71.0773882
"2436","Private Affair","(Disco ) (Some L)","1901 Aliceanna","Baltimore","MD",1982,"39.2835112",-76.5897871
"2437","Private Stock","(Disco)(All-L-Tues)","12792 Brookhurst","Garden Grove","CA",1981,"33.776908",-117.9565232
"2438","Private Stock","(Disco) (Some L)","12792 Brookhurst","Garden Grove","CA",1982,"33.776908",-117.9565232
"2439","Pro Shop","(Some L)","840 Cleveland","Clearwater","FL",1981,"27.9658212",-82.7945139
"2440","Pro Shop","(Some L) (PT) (D)","840 Cleveland","Clearwater","FL",1982,"27.9658212",-82.7945139
"2441","Pro Shop","(Some L)","840 Cleveland","Clearwater","FL",1983,"27.9658212",-82.7945139
"2442","Pro Shop","(Some L)","840 Cleveland","Clearwater","FL",1984,"27.9658212",-82.7945139
"2443","Pro Shop","(Some L)","840 Cleveland","Clearwater","FL",1985,"27.9658212",-82.7945139
"2444","Psyche Out","(Many L) 76 N. Cleveland","76 N. Cleveland","Memphis","TN",1981,"35.1410396",-90.0157734
"2445","Psyche Out","(Many L)","76 N. Cleveland","Memphis","TN",1982,"35.1410396",-90.0157734
"2446","Psyche Out II","","517 Marshall","Memphis","TN",1984,"35.1419742",-90.0411598
"2447","Psyche Out II","(Many L)(Beer or BYOB)(Disco)","571 Marshall","Memphis","TN",1985,"35.1416965",-90.0412948
"2448","Purple Pub","(Some L)","Spring St.","Williamstown","MA",1981,"42.71044",-73.204875
"2449","Purple Pub","(Some L)","Spring St.","Williamstown","MA",1982,"42.7106229",-73.2042779
"2450","Purple Pub","(Some L)","Bank St.","Williamstown","MA",1983,"42.71044",-73.204875
"2451","Purple Pub","(Some L)","Bank St.","Williamstown","MA",1984,"42.7107227",-73.2047509
"2452","Purple Pub","(Some L)","Bank St.","Williamstown","MA",1985,"42.71044",-73.204875
"2453","Puss n' Boots","(Disco)(WE*)","996 S. Redwood Rd.","Salt Lake City","UT",1983,"40.7474917",-111.9397199
"2454","Puss n' Boots","(Disco) (WE*)","996 S. Redwood Rd.","Salt Lake City","UT",1984,"40.7474917",-111.9397199
"2455","Puss n' Boots","","996 S. Redwood Rd.","Salt Lake City","UT",1985,"40.7474917",-111.9397199
"2456","Que Sera Sera","(Liquor)","1923 E. 7th St.","Long Beach","CA",1981,"33.7756025",-118.168074
"2457","Que Sera Sera","(Disco) (Liquor)","1923 E. 7th St.","Long Beach","CA",1982,"33.7756025",-118.168074
"2458","Que Sera Sera","(Disco) (Liquor)","1923 E. 7th St.","Long Beach","CA",1983,"33.7756025",-118.168074
"2459","Que Sera Sera","(Disco) (Liquor)","1923 E. 7th St.","Long Beach","CA",1984,"33.7756025",-118.168074
"2460","Que Sera Sera","(Disco)(Liquor)","1923 E. 7th St.","Long Beach","CA",1985,"33.7756025",-118.168074
"2461","Queen Bee","(Some L)(Occ. S)(Disco)","168 Laidley","Charleston","WV",1981,"38.3519738",-81.6353425
"2462","Queen Bee","(Some L) (Occ. S) (Disco)","168 Laidley","Charleston","WV",1982,"38.3519738",-81.6353425
"2463","Quench Room","","631 W. Main","Peoria","IL",1981,"40.6998488",-89.6034941
"2464","Quench Room","(Some L)","631 W. Main","Peoria","IL",1982,"40.6998488",-89.6034941
"2465","Quench Room","(SomeL)","631 W. Main","Peoria","IL",1983,"40.6998488",-89.6034941
"2466","Quench Room","(Some L)","631 W. Main","Peoria","IL",1984,"40.6998488",-89.6034941
"2467","Quench Room","(Some L)","631 W. Main","Peoria","IL",1985,"40.6998488",-89.6034941
"2468","Question Mark Lounge","(Some L) (Open Sundays)","208 3rd St.","Des Moines","IA",1984,"41.5856904",-93.6207908
"2469","Question Mark Lounge","(Some L)(Open Sun.)","208 3rd St.","Des Moines","IA",1985,"41.5856904",-93.6207908
"2470","R.P. Club","(L-only)","1219 Locust St.","Philadelphia","PA",1984,"39.948034",-75.161338
"2471","Raggedy Ann","(Many L) (Disco)","2320 N. 32nd St.","Phoenix","AZ",1983,"33.4738256",-112.0132176
"2472","Raggedy Ann 'n' Andy's","(Many L) (Disco)","2320 N. 32nd St.","Phoenix","AZ",1984,"33.4738256",-112.0132176
"2473","Raggedy Ann 'n' Andy's","(Many L) (Disco)","2320 N. 32nd St.","Phoenix","AZ",1985,"33.4738256",-112.0132176
"2474","Rah-Rah's Pub","(Lunch & Sun. brunch) (Some OC) (Fri. - L)","51 S. Day St.","Orange","NJ",1982,"40.7708803",-74.2309322
"2475","Rah-Rah's Pub","(Lunch & Sun. brunch)(Some OC)(Fri. nites - L)","51 S. Day St.","Orange","NJ",1983,"40.7708803",-74.2309322
"2476","Rah-Rah's Pub","(Some L) (Lunch & Sun. brunch)","51 S. Day St.","Orange","NJ",1984,"40.7708803",-74.2309322
"2477","Rah-Rah's Pub","(Some L)(Lunch & Sun. brunch)","51 S. Day","Orange","NJ",1985,"40.7708803",-74.2309322
"2478","Railroad Crossing","","6640 E. 8 Mile Rd.","Detroit","MI",1985,"42.4467305",-83.1164002
"2479","Rainbow","","677 S. Broad","Trenton","NJ",1984,"40.208242",-74.7535773
"2480","Rainbow","","677 S. Broad","Trenton","NJ",1985,"40.208242",-74.7535773
"2481","Rainbow Connection","(Some YC,L)","2110 S. Eastman Rd.","Longview","TX",1983,"32.4692407",-94.7073385
"2482","Rainbow Connection","(Some YC, L)","","Longview","TX",1984,"32.500704",-94.740489
"2483","Rainbow Inn","(Some M,L)","12 E. Ferguson","Wood River","IL",1985,"38.8607364",-90.0977394
"2484","Rainbows","(Disco)(WE - AH*)(Some L)(Also Loft, wild back room - SM - 3rd floor)","1217 Walnut","Philadelphia","PA",1983,"39.9493771",-75.1614614
"2485","Ralph's","(Some L, RT)","515 2nd Ave. S.","Nashville","TN",1981,"36.1557612",-86.7716054
"2486","Rams Head","(Some YC, L) (disco) (2 bars)","1600 1st Ave N.","Birmingham","AL",1982,"33.512143",-86.811282
"2487","Rascals","(Some YC,M,B) (Disco)(L- 3rd floor WE) (just off Cookman)","611 Heck St.","Asbury Park","NJ",1985,"40.2175794",-74.0062758
"2488","Red Apple Lounge","","57 E. Main","Walla Walla","WA",1985,"46.0679715",-118.3378604
"2489","Red Carpet","(Military afternoons) (Some L)","204 Old Corry Rd.","Pensacola","FL",1982,"30.404382",-87.2738579
"2490","Reef","(Some L)(Cruisy)","903 S. Kings Hwy.","Myrtle Beach","SC",1981,"33.6796264",-78.8981038
"2491","Reef","(Some L)","903 S. Kings Hwy.","Myrtle Beach","SC",1982,"33.6796264",-78.8981038
"2492","Reflections","(Disco)(Some L)","1632 Walton Way","Augusta","GA",1981,"33.475278",-81.9941907
"2493","Reflections","(Disco)(Some YC, L, B)","217 Ruby St.","Joliet","IL",1981,"41.5374094",-88.0860365
"2494","Reflections","(Disco) (Some L)","1632 Walton Way","Augusta","GA",1982,"33.475278",-81.9941907
"2495","Reflections","(Disco) (Some YC, L, B)","217 Ruby St.","Joliet","IL",1982,"41.5374094",-88.0860365
"2496","Reflections","(Many L)","1724 W. Oriskany St.","Utica","NY",1985,"43.110898",-75.2555399
"2497","Richard's","(Some L) (at Main)","15th E. 5th","Mansfield","OH",1985,"40.763109",-82.514589
"2498","Richard's Night Club","(Occ. S)(Disco -WE)(Some L)  at Main","15 E. 5th","Mansfield","OH",1981,"40.7631093",-82.5145894
"2499","Richard's Night Club","(Occ. S)(Disco -WE)(Some L) at Main","15 E. 5th","Mansfield","OH",1983,"40.7631093",-82.5145894
"2500","Richard's Night Club","(Occ. S) (Disco - WE) (Some L)","15 E. 5th at Main","Mansfield","OH",1984,"40.763109",-82.514589
"2501","Rink's","(Some L)","15215 S. Crenshaw","Gardena","CA",1981,"33.8933981",-118.3267116
"2502","Risque","","1665 W. Fullerton","Chicago","IL",1981,"41.9249445",-87.6706624
"2503","Ritz","(Some L, M)","3430 N. Illinois","Indianapolis","IN",1981,"39.8181023",-86.1594909
"2504","River View Restaurant","","242 South Ave.","Rochester","NY",1981,"43.1515822",-77.6067364
"2505","River View Restaurant","","242 South A ve.","Rochester","NY",1983,"43.1515822",-77.6067364
"2506","River View Restaurant","","242 South Ave.","Rochester","NY",1984,"43.1515822",-77.6067364
"2507","Riverboat Tavern","","922 3rd Ave.","Seattle","WA",1982,"47.6050736",-122.3335175
"2508","Riviera","(Many L)","1621 30th Ave.","Gulfport","MS",1983,"30.3710828",-89.0978792
"2509","Riviera","(Many L) (May be closed)","1621 30 th Ave.","Gulfport","MS",1984,"30.3710828",-89.0978792
"2510","Riviera","(Many L)","1621 30th Ave.","Gulfport","MS",1985,"30.3710828",-89.0978792
"2511","Riviera Room","(Many L)","39 W. 10th St.","Eugene","OR",1981,"44.0488227",-123.0933568
"2512","Robbie's","(Disco)","390 Pomona Mall East","Pomona","CA",1983,"34.0577355",-117.7472518
"2513","Robbie's","(Disco)","390 Pomona Mall East","Pomona","CA",1984,"34.0577355",-117.7472518
"2514","Robbie's","(Disco)","390 Pomona Mall East","Pomona","CA",1985,"34.0577355",-117.7472518
